area,habilidade,descricao,tri_score,area_code,tri_range,conceitos_cientificos,campos_semanticos,campos_lexicais,processos_fenomenos,contextos_historicos,habilidades_compostas,all_entities
Linguagens,H22,"Comparação de textos sobre animais de rua, com o Texto II problematizando a necessidade de adoção de animais sem lar.",651.6,LC,650-750,,,,,,,
Linguagens,H22,"Texto sobre a ""manta de retalhos"", com sua valorização evidenciada pela correlação entre os retalhos e as histórias orais.",659.0,LC,650-750,manta de retalhos,histórias orais,histórias orais,,,,"manta de retalhos, histórias orais, histórias orais"
Linguagens,H22,"Comparação de textos sobre a representação da mulher, com o Texto II explicando a do Texto I a partir de construções imaginárias cristalizadas.",665.1,LC,650-750,,,,construções imaginárias cristalizadas,,Comparação de textos,"construções imaginárias cristalizadas, Comparação de textos"
Linguagens,H22,"Texto sobre poder e distinção, com as repetições e frases curtas expressando a futilidade do discurso.",675.3,LC,650-750,,,,,,,
Linguagens,H22,"O uso de ditados populares, acionando-os para justificar suas ações.",901.9,LC,750+,,,,,,,
Linguagens,H23,"Texto sobre comportamento no trânsito (Maio Amarelo), com o objetivo de sensibilizar o público para uma direção responsável.",452.2,LC,450-550,,comportamento no trânsito,comportamento no trânsito,,,,"comportamento no trânsito, comportamento no trânsito"
Linguagens,H23,"Carta de Tobias Gregson para Sherlock Holmes, com a sequência de negativos refutando possíveis causas da morte.",482.9,LC,450-550,,,,,,,
Linguagens,H23,"Texto sobre rap e racismo, usando citação e dados estatísticos para evidenciar que os negros são vítimas em potencial da violência.",500.9,LC,450-550,,,dados estatísticos,,,,dados estatísticos
Linguagens,H23,"Uso de ditado popular (""Quem herda, não rouba"") com a intenção de justificar o gênio difícil de Chiquito.",507.5,LC,450-550,,ditado popular,ditado popular,,,,"ditado popular, ditado popular"
Linguagens,H23,"Texto sobre a identidade indígena, com o objetivo de apresentar informações pouco divulgadas para defender seu caráter de civilização.",511.9,LC,450-550,,identidade indígena,,,,,identidade indígena
Linguagens,H23,"Canção de Gonzaguinha, com o objetivo de ironizar a incorporação de ideias e atitudes conformistas.",517.5,LC,450-550,,,,,,,
Linguagens,H23,"Campanha para doação de sangue, com o objetivo de conscientizar o doador de sua corresponsabilidade.",524.9,LC,450-550,,,,,,,
Linguagens,H23,"Texto sobre leitura de notícias, com o objetivo de convencer os leitores a adotarem uma postura crítica.",524.9,LC,450-550,,leitura de notícias,,,,"postura crítica, leitura de notícias","leitura de notícias, postura crítica, leitura de notícias"
Linguagens,H23,"Poema de um menino sobre seu lugar, usando a grafia ""Gerimum"" para reafirmar discursivamente a relação com seu lugar de origem.",526.8,LC,450-550,,,,,,,
Linguagens,H23,"Texto sobre a teoria do Big Bang, com o título ""Mais big do que bang"" para sintetizar a ideia de expansão em vez de explosão.",536.8,LC,450-550,teoria do Big Bang,,,,,,teoria do Big Bang
Linguagens,H23,"Comparação de textos sobre um jogo de adivinhação, com ambos colaborando com o processo de acessibilidade.",541.6,LC,450-550,,,,processo de acessibilidade,,Comparação de textos,"processo de acessibilidade, Comparação de textos"
Linguagens,H23,"Letra de canção, com a suposição do último verso sinalizando a intenção de reforçar o humor da situação.",553.5,LC,550-650,,,,,,,
Linguagens,H23,"Texto sobre o uso de micro-ondas, com o objetivo principal de apresentar informações sobre as ondas eletromagnéticas.",565.0,LC,550-650,ondas eletromagnéticas,,,,,,ondas eletromagnéticas
Linguagens,H23,"Crônica de Veríssimo sobre a história do nascimento de Jesus, com o humor decorrendo do contraste entre o tema e a linguagem.",566.6,LC,550-650,,,,,nascimento de Jesus,,nascimento de Jesus
Linguagens,H23,"Texto sobre o léxico e a cultura, enfatizando a existência de diferenças vocabulares entre os idiomas.",622.6,LC,550-650,,,,,,,
Linguagens,H23,"Crítica musical sobre o choro, com o objetivo de destacar a relevância histórica e a riqueza estética do gênero.",657.0,LC,650-750,,,,,,,
Linguagens,H23,"Enunciado ""Lugar de mulher também é na oficina"", com o objetivo de demonstrar que a situação das mulheres mudou na sociedade.",661.6,LC,650-750,,,,"a situação das mulheres mudou na sociedade, Lugar de mulher também é na oficina",,,"a situação das mulheres mudou na sociedade, Lugar de mulher também é na oficina"
Linguagens,H23,"Texto sobre ""terras-raras"", com as aspas usadas para atribuir maior valor aos metais.",664.0,LC,650-750,,,,,,,
Linguagens,H23,"Texto sobre nova versão do jogo ""Cara a Cara"", com o objetivo de contribuir para a formação cidadã dos jogadores.",716.7,LC,650-750,,formação cidadã,,,,,formação cidadã
Linguagens,H24,"Publicidade sobre segurança no trânsito, apelando para o sentimento de culpa provocado no condutor.",425.7,LC,200-450,,,,,,,
Linguagens,H24,"Charge sobre o trânsito, ironizando a dificuldade de locomoção.",445.6,LC,200-450,,,,,,,
Linguagens,H24,"Texto sobre a inteligência de outros animais, usando a exemplificação e a comparação como estratégias.",458.7,LC,450-550,,,,,,"comparação, exemplificação","comparação, exemplificação"
Linguagens,H24,"Tirinha, com a persuasão vindo da indução, elaborando o discurso de acordo com os anseios do consumidor.",477.0,LC,450-550,,,,,,,
Linguagens,H24,"Tirinha sobre tecnologia, com o posicionamento crítico expresso pelas ironias.",478.0,LC,450-550,,,,,,,
Linguagens,H24,"Texto sobre a preferência musical dos brasileiros, com a argumentação baseada na apresentação de resultados de uma pesquisa.",493.9,LC,450-550,,,,,,argumentação,argumentação
Linguagens,H24,"Campanha sobre relacionamento abusivo, com a estratégia de explorar a situação de duplo sentido.",504.7,LC,450-550,,relacionamento abusivo,,,,,relacionamento abusivo
Linguagens,H24,"Texto sobre emagrecimento, usando a estratégia de divulgar que outros hormônios e benefícios vêm com o exercício.",523.2,LC,450-550,,,,,,,
Linguagens,H24,"Carta do leitor, com o autor rebatendo o enfoque dado ao tema pela reportagem.",542.7,LC,450-550,,,,,,,
Linguagens,H24,"Propaganda sobre rapidez de serviço gráfico, com a locução ""do mundo"" associada a ""melhor"" como recurso verbal.",566.1,LC,550-650,,do mundo,do mundo,,,,"do mundo, do mundo"
Linguagens,H24,"Crônica de Martha Medeiros, com a recorrência de construções de oposição para enfatizar o inesperado.",567.6,LC,550-650,,,,,,,
Linguagens,H24,"Texto sobre a Declaração Universal dos Direitos Humanos, com a diretora da Unesco apontando a discussão do tema desde a educação básica.",569.8,LC,550-650,,"Direitos Humanos, educação básica","Direitos Humanos, educação básica",,,,"Direitos Humanos, educação básica, Direitos Humanos, educação básica"
Linguagens,H24,"Texto sobre o documentário ""O menino que fez um museu"", com a citação reforçando a proeza da premiação de uma história do Nordeste.",579.5,LC,550-650,,,,,história do Nordeste,,história do Nordeste
Linguagens,H24,"Artigo de opinião sobre a pressa, com a canção ""Sinal Fechado"" como estratégia para exemplificar o fato criticado.",592.0,LC,550-650,,,,,,,
Linguagens,H24,"Crítica musical sobre Túlio Piva, usando como recurso argumentativo o contraste entre o local de nascimento e a escolha pelo samba.",607.9,LC,550-650,,,,,,,
Linguagens,H24,"Charge da Mafalda, com o humor no emprego de uma oração adversativa que quebra a expectativa.",614.9,LC,550-650,,,,quebra a expectativa,,,quebra a expectativa
Linguagens,H24,"Crônica de Raduan Nassar, com a prescrição de comportamentos como estratégia de envolvimento.",636.6,LC,550-650,,,,"prescrição de comportamentos, estratégia de envolvimento",Raduan Nassar,,"prescrição de comportamentos, estratégia de envolvimento, Raduan Nassar"
Linguagens,H24,"Texto sobre linguagem e poder, com a estratégia de criticar o obstáculo promovido pelos usos especializados da linguagem.",688.9,LC,650-750,,,,,,,
Linguagens,H24,"Relato de viagem a Portugal, com o trecho ""Encantei-me', diriam eles..."" evidenciando a exploração da voz externa.",691.4,LC,650-750,,,,,,,
Linguagens,H24,"Crônica sobre o passado, com a repetição de ""Você pode não acreditar..."" para convencer o leitor sobre a veracidade dos fatos.",701.0,LC,650-750,,,,,,,
Linguagens,H24,"Poema ""Tarefa"", com a conjunção ""mas"" articulando a oposição entre ações aparentemente inconciliáveis.",715.1,LC,650-750,,,,,,,
Linguagens,H25,"Letra de samba, marcas de informalidade em ""falação"" e ""pros bailes"".",434.7,LC,200-450,,,,,,,
Linguagens,H25,"Texto teatral, com expressões ""o peste"" e ""cachorro da molest'a"" caracterizando usos linguísticos de uma região.",502.7,LC,450-550,,,,,,,
Linguagens,H25,"Relato pessoal oral, caracterizado pelo predomínio de linguagem informal entrecortada por pausas.",516.6,LC,450-550,,,,,,,
Linguagens,H25,"Dicionário de termos médicos populares, com a pesquisa propiciando melhor compreensão dos sintomas dos pacientes.",528.1,LC,450-550,,,termos médicos,,,,termos médicos
Linguagens,H25,"Texto de Carlos Drummond de Andrade sobre palavras obsoletas, mostrando que o léxico representa uma realidade linguística variável.",532.9,LC,450-550,,palavras obsoletas,palavras obsoletas,,,,"palavras obsoletas, palavras obsoletas"
Linguagens,H25,"Poema de Manoel de Barros, com o poeta valorizando o uso de variedades populares (""pega"" em vez de ""captura"").",557.1,LC,550-650,,,,,,,
Linguagens,H25,"Texto sobre o envelhecimento de palavras, com a inovação no léxico percebida na comparação de gerações.",557.3,LC,550-650,,,,"envelhecimento de palavras, comparação de gerações, inovação no léxico",,comparação de gerações,"envelhecimento de palavras, comparação de gerações, inovação no léxico, comparação de gerações"
Linguagens,H25,"Origem da palavra ""pirilampo"", com a mudança ocorrendo por restrição ao uso de um vocábulo pouco aceito (tabu linguístico).",560.9,LC,550-650,,tabu linguístico,,restrição ao uso de um vocábulo pouco aceito,,,"tabu linguístico, restrição ao uso de um vocábulo pouco aceito"
Linguagens,H25,"Texto de Saramago, com a violação da pontuação singularizando o estilo do autor e ajudando a representar o ambiente caótico.",561.5,LC,550-650,,,,,,,
Linguagens,H25,"Letra da canção ""Assum preto"", com o resultado de uma mesma regra de pronúncia regional em ""tarvez"" e ""sorto"".",598.9,LC,550-650,,,,,,,
Linguagens,H25,"Letra da canção ""O que é que a baiana tem?"", com a expressão ""de quando em vez"" marcando tempo.",614.6,LC,550-650,,,,,,,
Linguagens,H25,"Narrativa com marcas da oralidade (""tiquinho"", ""na buscação de""), para compor a verossimilhança do ambiente retratado.",574.9,LC,550-650,,,,,,,
Linguagens,H25,"Campanha sobre vacinação (""vaciná""), com uso de marcas linguísticas típicas da oralidade.",593.9,LC,550-650,,,,,,,
Linguagens,H25,"Canção ""Essa Pequena"" de Chico Buarque, com o uso de formas pronominais em primeira pessoa como marca de coloquialidade.",726.4,LC,650-750,,,,,,,
Linguagens,H25,"Filme ""Que Horas Ela Volta?"", com o título reproduzindo uma variedade linguística pelo apagamento de uma preposição.",614.6,LC,550-650,,variedade linguística,variedade linguística,apagamento de uma preposição,,,"variedade linguística, variedade linguística, apagamento de uma preposição"
Linguagens,H25,"Valsa ""A Boneca"", com o comentário do narrador indicando que a canção é representativa de uma variedade de grande prestígio social.",655.0,LC,650-750,,,,,,,
Linguagens,H25,"Poema de Mário de Andrade, com o autor destacando a valorização da dimensão lúdica e poética da linguagem coloquial.",731.5,LC,650-750,,,linguagem coloquial,,,,linguagem coloquial
Linguagens,H25,"Poema ""Irerê"", com a ambientação linguística apoiada na variedade popular da língua portuguesa.",726.4,LC,650-750,,,,,,,
Linguagens,H26,"Variação vocabular (""menta"" vs ""hortelã""), com a diferença de sentido sendo definida pela adequação às situações de uso.",477.9,LC,450-550,,,,,,,
Linguagens,H26,"Variação linguística (português rebuscado vs. simples), com o texto evidenciando a importância da adequação da linguagem à situação.",513.3,LC,450-550,,,,,,,
Linguagens,H26,"Variação pronominal (""tu"" e ""você""), mostrando que a possibilidade de usar ambos caracteriza a diversidade da língua.",520.9,LC,450-550,,,,,,,
Linguagens,H26,"Texto de divulgação científica, com a alteração do grau de formalidade na substituição de ""por trás de encrencas"" por ""causadora de problemas"".",541.2,LC,450-550,,,,,,,
Linguagens,H26,"Desuso do verbo ""pinchar"", com o abandono do vocábulo associado a preconceitos socioculturais.",545.3,LC,450-550,,,,abandono do vocábulo,,,abandono do vocábulo
Linguagens,H26,"Variação na Língua Brasileira de Sinais (Libras), que passa por fenômenos de variação como qualquer outra língua.",557.5,LC,550-650,,,,fenômenos de variação,,,fenômenos de variação
Linguagens,H26,"Crônica ""Cabeludinho"", com o autor valorizando a dimensão lúdica e poética presente nos usos coloquiais da linguagem.",588.6,LC,550-650,,,,,,,
Linguagens,H26,"Diálogo sobre o uso da palavra ""outrossim"", com o uso promovendo o tom humorístico da situação.",594.1,LC,550-650,,,,,,,
Linguagens,H26,"Origem dos nomes dos meses, refletindo a origem latina da língua portuguesa.",604.0,LC,550-650,,,,,,,
Linguagens,H26,"Diálogo sobre a palavra ""famigerado"", com a associação de vocábulos ao grau de coloquialidade da comunicação.",611.4,LC,550-650,,,,,,,
Linguagens,H26,"Crônica de Rubem Braga, com o autor descrevendo a violação da expectativa de tratamento (""senhor"" vs ""você"").",619.9,LC,550-650,,,,violação da expectativa de tratamento,Rubem Braga,,"violação da expectativa de tratamento, Rubem Braga"
Linguagens,H26,"Transcrição de fala (repetição do ""né""), como estratégia típica de manutenção da interação oral.",622.2,LC,550-650,,,,,,,
Linguagens,H26,"Petição de Policarpo Quaresma, com o uso da norma-padrão justificado pela tentativa de solicitação do documento.",668.7,LC,650-750,,,,,,,
Linguagens,H26,"Canção de Gabriel, O Pensador, com as escolhas linguísticas conferindo espontaneidade pelo uso da linguagem coloquial.",794.3,LC,750+,,,"linguagem coloquial, escolhas linguísticas",,,,"linguagem coloquial, escolhas linguísticas"
Linguagens,H27,"Texto sobre falta de água potável, com o verbo ""dever"" expressando uma previsão trágica.",469.8,LC,450-550,,,,,,,
Linguagens,H27,"Texto de Sírio Possenti, defendendo que o domínio da língua implica saber adequar as formas a diferentes textos e contextos.",504.4,LC,450-550,,domínio da língua,domínio da língua,,,,"domínio da língua, domínio da língua"
Linguagens,H27,"Entrevista com Marcos Bagno, com o autor adaptando o nível de linguagem à situação comunicativa (gênero entrevista).",539.7,LC,450-550,,,,,,,
Linguagens,H27,"Diálogo ""Papos"" de Veríssimo, com o uso da norma-padrão tornando-se inadequado em razão do contexto de comunicação informal.",551.9,LC,550-650,,,,tornando-se inadequado,,,tornando-se inadequado
Linguagens,H27,"Texto sobre preconceito contra o português brasileiro, que se deve à existência de uma língua ideal que lusitanos creem ser a de Portugal.",552.1,LC,550-650,,,,,,,
Linguagens,H27,"Uso não padrão de colchetes no nome de revista, correlacionado à identidade da revista de ser aberta e receptiva a ideias.",559.7,LC,550-650,,,,,,,
Linguagens,H27,"Relatório de Graciliano Ramos, contrariando a norma do gênero ao expressar-se em linguagem mais subjetiva.",606.2,LC,550-650,norma do gênero,,,,,,norma do gênero
Linguagens,H27,"Estatuto da Criança e do Adolescente, com o emprego de palavras e construções que evitem ambiguidade.",615.0,LC,550-650,,,,,,,
Linguagens,H27,"Personagem que defende a norma-padrão, desconsiderando diferentes níveis de formalidade nas situações de comunicação.",626.3,LC,550-650,,,,,,,
Linguagens,H27,"Hino Nacional do Brasil, com o uso da norma-padrão justificado por se tratar de um gênero solene de característica protocolar.",641.1,LC,550-650,,,,,,,
Linguagens,H27,"Decreto que ""demite o gerúndio"", pautado na ideia de que seu uso indica a continuidade de um processo.",649.2,LC,550-650,continuidade de um processo,,,continuidade de um processo,,,"continuidade de um processo, continuidade de um processo"
Linguagens,H27,"Texto de Rubem Alves sobre a palavra ""varreção"", com o autor reconhecendo a necessidade da norma padrão em situações formais.",703.5,LC,650-750,norma padrão,,,,,,norma padrão
Linguagens,H27,"Resenha de filme, com a organização gramatical (verbos no presente) contribuindo para despertar o interesse do leitor.",720.4,LC,650-750,,,"organização gramatical, verbos no presente",,,,"organização gramatical, verbos no presente"
Linguagens,H27,"Uso de formas verbais e pronominais em poema, com a alternância dos tempos fazendo progredir as ideias.",725.3,LC,650-750,,,,"alternância dos tempos, progredir as ideias",,,"alternância dos tempos, progredir as ideias"
Linguagens,H27,"Comparação entre entrevista oral e sua transcrição escrita, com ambos sendo amostras do português culto urbano.",736.3,LC,650-750,,culto urbano,,,,,culto urbano
Linguagens,H28,"Exposição parental em redes sociais, com o impacto do desrespeito à intimidade das crianças.",481.2,LC,450-550,,,,,,,
Linguagens,H28,"Uso de redes sociais para protesto, mostrando como elas podem agregar e empoderar grupos.",484.4,LC,450-550,,redes sociais,,,,,redes sociais
Linguagens,H28,"Novo consumidor social, que sofre influência da cultura do comércio eletrônico.",497.0,LC,450-550,,cultura do comércio eletrônico,,,,,cultura do comércio eletrônico
Linguagens,H28,"Cyberbullying, potencializado pelo fato de dificultar a identificação do agressor incógnito.",506.9,LC,450-550,,,,,,,
Linguagens,H28,"Papel da internet e mídias, como mecanismos importantes de adesão e compartilhamento de valores sociais.",518.2,LC,450-550,,,,,,,
Linguagens,H28,"Aplicativos de futebol, criados para a formação de grupos em comunidades virtuais para a prática esportiva.",527.0,LC,450-550,,,,,,,
Linguagens,H28,"Espionagem corporativa, com o texto apontando a necessidade de treinar o país em segurança digital.",567.4,LC,550-650,,"Espionagem corporativa, segurança digital","Espionagem corporativa, segurança digital",,,,"Espionagem corporativa, segurança digital, Espionagem corporativa, segurança digital"
Linguagens,H28,"Tecnologia e sobrecarga de informação, com a oferta sendo incoerente com o tempo que as pessoas têm para digerir a informação.",569.4,LC,550-650,,sobrecarga de informação,,,,,sobrecarga de informação
Linguagens,H28,"Intolerância nas redes sociais, com o texto refutando ideias preconcebidas sobre o brasileiro.",571.0,LC,550-650,,,,,,,
Linguagens,H28,"Software livre, que contribui para o conhecimento ao democratizar o acesso a produtos construídos coletivamente.",576.3,LC,550-650,,Software livre,Software livre,democratizar o acesso,,,"Software livre, Software livre, democratizar o acesso"
Linguagens,H28,"Sociedade da informação, que representa um modelo em que a informação é utilizada intensamente nos vários setores da vida.",595.9,LC,550-650,,Sociedade da informação,,,,,Sociedade da informação
Linguagens,H28,"Tecnologia e criação artística, com a internet podendo pôr em risco a proteção da produção estética (direitos autorais).",615.9,LC,550-650,,,,,,,
Linguagens,H28,"Mudanças no Facebook, revelando que as tecnologias assimilam os comportamentos dos usuários.",620.0,LC,550-650,,,,assimilam os comportamentos dos usuários,,,assimilam os comportamentos dos usuários
Linguagens,H28,"Concurso literário no Twitter, que foi utilizado como suporte por causa do limite predeterminado de extensão do texto.",639.5,LC,550-650,,,,,,,
Linguagens,H28,"Pirataria na internet, com o impacto do meio propiciando a reavaliação do conceito de propriedade intelectual.",685.2,LC,650-750,propriedade intelectual,,,"reavaliação do conceito de propriedade intelectual, impacto do meio",,,"propriedade intelectual, reavaliação do conceito de propriedade intelectual, impacto do meio"
Linguagens,H28,"Comparação de letras de Caetano Veloso, com ambas tendo em comum a percepção da profusão de informações gerada pela tecnologia.",741.3,LC,650-750,,,,,,,
Linguagens,H28,"Futuro da televisão, com as tecnologias contemplando os desejos individuais com recursos de ponta.",763.5,LC,750+,,,,,,,
Linguagens,H29,"Tecnologia e preconceito, com a linguagem sendo usada para relacionar as tecnologias com o preconceito.",448.5,LC,200-450,,,,,,,
Linguagens,H29,O blog como espaço para exposição de opiniões e circulação de ideias.,474.5,LC,450-550,,,,,,,
Linguagens,H29,"Novas técnicas e usuários, com o impacto maior sendo a dificuldade na apropriação da nova linguagem.",515.1,LC,450-550,,,,,,,
Linguagens,H29,"Perfis automatizados (ciborgues), com a análise da linguagem (pobreza vocabular) contribuindo para a identificação de padrões de desinformação.",534.0,LC,450-550,,,pobreza vocabular,,,"identificação de padrões de desinformação, análise da linguagem","pobreza vocabular, identificação de padrões de desinformação, análise da linguagem"
Linguagens,H29,"Linguagem do rádio, com o Texto II (canção) exemplificando o Texto I com estilo simples e interlocução.",553.2,LC,550-650,,,,,,interlocução,interlocução
Linguagens,H29,"Linguagem do ""empreendedor de palco"", identificado pelos padrões de linguagem (jargões) que utiliza.",554.6,LC,550-650,,,,,,,
Linguagens,H29,"Literatura de cordel, com a união de impressão manual e xilogravura auxiliando na manutenção da essência identitária.",558.0,LC,550-650,,,,,,,
Linguagens,H29,"Escrita e tecnologia, com a escola devendo levar o aluno a perceber as especificidades das linguagens em diferentes ambientes digitais.",558.5,LC,550-650,,Escrita e tecnologia,,,,,Escrita e tecnologia
Linguagens,H29,"Hipertexto, como um novo modo de leitura e de organização da escrita.",566.0,LC,550-650,,,,,,,
Linguagens,H29,"Divulgação e circulação de informações antigas (matraca), associada à disseminação de informações não fidedignas.",574.8,LC,550-650,,,,disseminação de informações não fidedignas,,,disseminação de informações não fidedignas
Linguagens,H29,"""Hoaxes"" (boatos na internet), com a estratégia para evitar sendo analisar a linguagem utilizada nas mensagens.",586.2,LC,550-650,,,,,,,
Linguagens,H29,"Internet (Pierre Lévy), com um de seus principais aspectos sendo o espaço aberto para a aprendizagem.",607.4,LC,550-650,,,,,,,
Linguagens,H29,"Inteligência artificial escrevendo um conto, com o resultado evidenciando a diferença entre a estrutura e a criatividade da linguagem humana.",621.1,LC,550-650,,,linguagem humana,,,escrevendo um conto,"linguagem humana, escrevendo um conto"
Linguagens,H29,"Ferramenta ""Farejador de Plágio"", que alcança seu objetivo pela comparação de padrões estruturais.",621.2,LC,550-650,,,,,,comparação de padrões estruturais,comparação de padrões estruturais
Linguagens,H29,"Novela de rádio, com o gosto dos moradores em ouvi-la recontada devido ao jeito singular do contador de falar aos ouvintes.",621.4,LC,550-650,,Novela de rádio,,,,,Novela de rádio
Linguagens,H30,"""Vida perfeita"" em redes sociais, com a ""positividade tóxica"" se constituindo com base em representações estereotipadas de felicidade.",469.5,LC,450-550,positividade tóxica,redes sociais,,,,,"positividade tóxica, redes sociais"
Linguagens,H30,"Infográfico sobre redes sociais, com os comportamentos estimulados revelando a exposição exagerada dos indivíduos.",475.0,LC,450-550,,redes sociais,,"exposição exagerada, comportamentos estimulados",,,"redes sociais, exposição exagerada, comportamentos estimulados"
Linguagens,H30,"Realidade virtual, com a função de levar o ser humano a experimentar mentalmente outras realidades.",483.3,LC,450-550,,,,,,,
Linguagens,H30,"Redes sociais e mundo do trabalho, com o conhecimento permitindo avaliar informações pessoais e comportamentais sobre o candidato.",487.3,LC,450-550,,"mundo do trabalho, Redes sociais","Redes sociais, mundo do trabalho",,,,"mundo do trabalho, Redes sociais, Redes sociais, mundo do trabalho"
Linguagens,H30,"Incêndio no Museu Nacional, com a perda dos registros linguísticos representando danos irreparáveis à memória e identidade nacionais.",494.0,LC,450-550,,,registros linguísticos,perda dos registros linguísticos,,,"registros linguísticos, perda dos registros linguísticos"
Linguagens,H30,"Projeto DataViva, com a tecnologia promovendo a obtenção de informações estratégicas.",521.9,LC,450-550,,,,,,obtenção de informações estratégicas,obtenção de informações estratégicas
Linguagens,H30,"Revistas e livros digitais, com as novas tecnologias proporcionando mudanças no paradigma de consumo e oferta.",525.5,LC,450-550,,,,mudanças no paradigma de consumo e oferta,,,mudanças no paradigma de consumo e oferta
Linguagens,H30,"Crianças e internet, com a tecnologia possibilitando maior ampliação do conhecimento quando a aprendizagem é direcionada.",548.8,LC,450-550,,,,,,,
Linguagens,H30,"Linotipo, com seu impacto social sendo a produção acessível de materiais informacionais.",560.5,LC,550-650,,,,produção acessível de materiais informacionais,,,produção acessível de materiais informacionais
Linguagens,H30,"Internet e conhecimento, com a circulação de saberes dependendo da contribuição dos usuários.",562.5,LC,550-650,,,,circulação de saberes,,,circulação de saberes
Linguagens,H30,"Internet e exclusão, com a pesquisa questionando a crença de que o acesso à informação é igualitário e democrático.",565.1,LC,550-650,,,,acesso à informação,,,acesso à informação
Linguagens,H30,"Jornais velhos como tecnologia de informação, sendo reconhecidos como instrumento de reconstrução da memória.",571.7,LC,550-650,,tecnologia de informação,,,,,tecnologia de informação
Linguagens,H30,"Tecnologias e meios de comunicação, com a escrita fornecendo base essencial para o progresso das tecnologias.",574.3,LC,550-650,,Tecnologias e meios de comunicação,,progresso das tecnologias,,,"Tecnologias e meios de comunicação, progresso das tecnologias"
Linguagens,H30,"Arte e tecnologia (desenhos com GPS), com a inovação vindo do deslocamento das tecnologias de suas funções habituais.",599.5,LC,550-650,,Arte e tecnologia,,deslocamento das tecnologias de suas funções habituais,,,"Arte e tecnologia, deslocamento das tecnologias de suas funções habituais"
Linguagens,H30,"Dança na internet (Mini@tures), com a inovação de produzir uma arte multimodal para ampliar as possibilidades de expressão.",625.0,LC,550-650,,,,,,,
Linguagens,H30,"Propagação de informações (fake news) na Idade Média, com a eficácia dependendo da diversidade dos meios disponíveis.",660.1,LC,650-750,,,,Propagação de informações,Idade Média,,"Propagação de informações, Idade Média"
Linguagens,H5,"Campanha sobre maternidade na pandemia, com ""crianza"" e ""tribu"" evidenciando a importância da rede de apoio.",488.4,LC,450-550,,"rede de apoio, maternidade",,,,,"rede de apoio, maternidade"
Linguagens,H5,"Canção sobre crianças em situação de rua, com ""un mañana sin sol"" criticando o descaso.",488.5,LC,450-550,,,,,,,
Linguagens,H5,"Texto de Borges, com a analogia ""como las aguas a una piedra"" enfatizando a ação do tempo.",518.7,LC,450-550,,,,"ação do tempo, como las aguas a una piedra",,,"ação do tempo, como las aguas a una piedra"
Linguagens,H5,"Geração Y (Millennials), com a expressão ""dejar su huella"" referindo-se ao desejo de fazer a diferença.",549.2,LC,450-550,,,,dejar su huella,Geração Y (Millennials),,"dejar su huella, Geração Y (Millennials)"
Linguagens,H5,"Campanha ""X Solidaria"", com a ação ocorrendo quando o contribuinte destina parte de seus impostos para programas sociais.",565.2,LC,550-650,,,,,,,
Linguagens,H5,"Expressão ""entrar con pies de plomo"", referindo-se ao cuidado para tratar de assuntos íntimos.",569.6,LC,550-650,,,,,,,
Linguagens,H5,"Expressão ""una de cal y otra de arena"", usada para enfatizar a determinação judicial como algo consolidado.",582.9,LC,550-650,,determinação judicial,determinação judicial,,,,"determinação judicial, determinação judicial"
Linguagens,H5,"Expressão ""ni le va ni le viene"", evidenciando a extrema devoção do carpinteiro ao seu ofício.",583.6,LC,550-650,,,,ni le va ni le viene,,,ni le va ni le viene
Linguagens,H5,"Expressão ""cortina de humo"", revelando que o manipulador busca mascarar a verdade.",586.1,LC,550-650,,,,mascarar a verdade,,,mascarar a verdade
Linguagens,H5,"Expressão ""me hace sudar la gota gorda"", inferindo que a escrita demanda expressiva dedicação.",600.7,LC,550-650,,,,,,,
Linguagens,H5,"Expressão ""augurio aciago"", remetendo ao destino trágico de Santiago Nasar.",603.7,LC,550-650,,,,,Santiago Nasar,,Santiago Nasar
Linguagens,H5,"Expressão ""la guillotina del siglo XXI"" sobre celulares, destacando que eles podem assumir utilidade jurídica.",605.5,LC,550-650,utilidade jurídica,,,,siglo XXI,,"utilidade jurídica, siglo XXI"
Linguagens,H5,"Expressão ""puro floro"", inferindo que a comemoração do dia do amor camufla a violência de gênero no país.",618.7,LC,550-650,,,,,,,
Linguagens,H5,"Expressão ""limpia"" na arquitetura, indicando que, além de menos resíduos, inibe a corrupção.",653.9,LC,650-750,,,,inibe a corrupção,,,inibe a corrupção
Linguagens,H5,"Título ""Inestabilidad estable"", expressando a permanência da inconstância em uma sociedade de contínuas mudanças.",692.8,LC,650-750,,,,contínuas mudanças,,,contínuas mudanças
Linguagens,H5,"Invenção do vocábulo ""mujerez"" por Susanita, remetendo à valorização das mulheres que realizam tarefas domésticas.",725.5,LC,650-750,,,,,,,
Linguagens,H5,"Expressão ""mala leche"", com o eu lírico se autorrepresentando como capaz de transformar mau humor em pranto.",920.9,LC,750+,,,,transformar mau humor em pranto,,,transformar mau humor em pranto
Linguagens,H6,"Charge sobre a situação do mundo, com o efeito humorístico na constatação do ser humano como responsável pelo caos.",462.3,LC,450-550,,,,,,,
Linguagens,H6,"Canção da banda Orishas, revelando indignação diante do desrespeito à diversidade.",498.5,LC,450-550,,,,,,,
Linguagens,H6,"Poema sobre a Guatemala (""Obituario""), com uma crítica à dependência de produtos estrangeiros.",540.5,LC,450-550,,,,,,,
